,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,1.0
8,0.3
9,0.0
10,0.0
11,-0.3875
12,0.5
13,0.0
14,1.0
15,-0.078125
16,0.0
17,0.0
18,0.25
19,0.0
20,0.7333333333333334
21,0.0
22,0.0
23,0.125
24,0.0
25,0.0
26,0.2
27,0.0
28,0.0
29,-0.375
30,0.12878787878787878
31,0.0
32,0.2
33,0.0
34,0.0
35,0.07291666666666666
36,0.25
37,0.35
38,0.4
39,-0.5
40,0.0
41,0.06666666666666665
42,0.0
43,0.0
44,0.3352272727272727
45,-0.16666666666666666
46,0.35
47,0.5
48,0.10277777777777776
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,-0.7
57,0.0
58,0.0
59,1.0
60,-1.0
61,-0.75
62,0.20833333333333334
63,0.17045454545454544
64,0.9
65,0.05
66,0.5681818181818181
67,0.0
68,0.225
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.25
76,0.25
77,0.6
78,0.0
79,0.0
80,0.2
81,-0.16666666666666666
82,0.2634469696969697
83,0.0
84,-0.2916666666666667
85,-0.4
86,0.0
87,0.0
88,-0.65
89,0.75
90,0.0
91,0.0
92,0.8
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.75
99,0.3
100,0.4
101,0.1
102,0.8
103,0.0
104,0.0
105,0.4333333333333333
106,0.0
107,-0.3333333333333333
108,-0.75
109,0.0
110,0.0
111,0.0
112,0.25
113,0.002777777777777768
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,-0.125
120,0.05000000000000002
121,0.3852272727272727
122,-0.5
123,0.3333333333333333
124,0.4
125,0.6714285714285714
126,-0.2333333333333333
127,-0.125
128,0.0
129,0.0
130,0.0
131,0.0
132,1.0
133,0.17045454545454544
134,0.0
135,0.0
136,0.26666666666666666
137,0.0
138,0.0
139,0.0
140,0.06818181818181818
141,0.5
142,0.0
143,0.0
144,0.0
145,0.1
146,0.0
147,0.4777777777777778
148,0.0
149,0.13636363636363635
150,0.0
151,0.6
152,0.0
153,0.125
154,0.0
155,0.0
156,-0.03749999999999992
157,1.0
158,-0.5
159,-0.11666666666666665
160,0.11249999999999999
161,0.0
162,0.0
163,0.0
164,0.0
165,0.5
166,0.0
167,0.6
168,-0.2
169,0.5
170,0.0
171,0.0
172,0.0
173,0.0
174,0.35
175,0.0
176,0.0
177,0.0
178,-0.25
179,0.0
180,0.0
181,0.0
182,0.35
183,-0.4
184,-0.2
185,0.0
186,0.0
187,0.8
188,0.0
189,0.25
190,0.0
191,0.0
192,0.0
193,-0.2
194,0.04999999999999999
195,0.0
196,-0.25
197,0.6000000000000001
198,0.375
199,0.22999999999999998
200,0.25
201,0.35
202,-0.19999999999999998
203,0.03333333333333333
204,-0.1
205,0.0
206,0.30000000000000004
207,0.75
208,-0.2734375
209,0.375
210,0.0
211,0.0
212,0.0
213,0.85
214,0.7
215,0.0
216,0.0
217,0.0
218,0.05
219,0.0
220,-0.5
221,0.0
222,0.04545454545454545
223,0.0
224,0.0
225,0.55
226,0.1
227,0.0
228,0.0
229,-0.5
230,-0.4
231,0.2681818181818182
232,0.0
233,0.0
234,0.39999999999999997
235,0.0
236,0.0
237,0.0
238,0.0
239,0.5
240,0.13636363636363635
241,-0.04999999999999999
242,0.7
243,0.41818181818181815
244,0.13636363636363635
245,0.675
246,0.096
247,0.0
248,-0.25
249,0.4
250,-0.050000000000000044
251,0.35
252,-0.25
253,-0.07142857142857142
254,-0.13787878787878788
255,0.0
256,0.0
257,0.02878787878787879
258,0.0
259,0.35
260,0.3125
261,-0.5
262,0.0
263,-0.5
264,0.13888888888888887
265,0.0
266,0.35000000000000003
267,0.2
268,0.0
269,0.0
270,0.11666666666666665
271,0.40277777777777773
272,0.125
273,0.0
274,0.0
275,0.0
276,0.0
277,-0.7142857142857143
278,0.0
279,0.35
280,0.0
281,0.0
282,-0.23333333333333334
283,0.0
284,0.0
285,0.0
286,-0.16666666666666666
287,-0.033333333333333326
288,-0.26666666666666666
289,0.0
290,0.0
291,-0.8
292,0.11363636363636363
293,0.0
294,0.0
295,0.0
296,0.0
297,0.2380952380952381
298,0.296875
299,0.3
300,0.0
301,0.0
302,0.5
303,0.0
304,0.8
305,0.0
306,0.0
307,-0.6
308,0.0
309,0.16666666666666669
310,0.0
311,-0.75
312,0.0
313,0.075
314,0.25
315,0.0
316,-0.07777777777777779
317,0.0
318,0.0
319,0.0
320,-0.16944444444444443
321,0.8000000000000002
322,0.0
323,0.0
324,0.0
325,0.1
326,-0.4
327,0.0
328,0.0
329,0.0
330,-0.28928571428571426
331,0.16666666666666666
332,0.4333333333333333
333,0.0
334,1.0
335,-0.25
336,0.0
337,0.0
338,0.0
339,0.0
340,0.05
341,0.0
342,-0.4
343,0.35714285714285715
344,0.0
345,0.5
346,0.0
347,0.25
348,0.5
349,0.0
350,0.8
351,0.0
352,-0.4
353,0.06818181818181818
354,0.0
355,0.0
356,-0.2
357,0.5
358,0.0
359,-0.25
360,0.17045454545454544
361,0.0
362,0.0
363,0.3666666666666667
364,0.0
365,0.0
366,0.0
367,0.5
368,0.0
369,0.48125
370,0.20833333333333334
371,0.0
372,0.2
373,0.0
374,-0.25
375,0.0
376,-0.5
377,0.07499999999999998
378,0.0
379,0.19318181818181818
380,0.0
381,0.0
382,0.0
383,0.0
384,-0.25
385,0.0
386,0.0
387,0.0
388,0.15
389,0.0
390,0.0
391,0.0
392,0.13636363636363635
393,0.5
394,0.0
395,0.15000000000000002
396,-0.3333333333333333
397,-0.20000000000000004
398,0.30833333333333335
399,0.0
400,0.0
401,1.0
402,0.0
403,0.5
404,0.25
405,0.8
406,1.0
407,0.0
408,0.2
409,0.0
410,0.45
411,0.2
412,0.1
413,0.0
414,0.45681818181818185
415,0.0
416,-0.13333333333333333
417,0.0
418,0.25
419,0.0
420,0.0
421,0.6666666666666666
422,-0.75
423,0.0
424,-0.2
425,0.625
426,0.37857142857142856
427,0.2681818181818182
428,0.0
429,0.0
430,0.0
431,1.0
432,0.0
433,0.0
434,-0.07142857142857142
435,0.0
436,0.0
437,0.0
438,0.0
439,0.1953125
440,0.1
441,0.0
442,0.0
443,0.0
444,0.13636363636363635
445,0.0
446,0.0
447,0.675
448,0.1351981351981352
449,0.0
450,0.175
451,0.5859375
452,0.21428571428571427
453,0.0
454,-0.18229166666666669
455,1.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.25
461,0.7
462,0.0
463,0.45
464,0.5
465,0.0
466,0.13636363636363635
467,0.37222222222222223
468,0.2
469,-0.5
470,0.8999999999999999
471,-0.5624999999999999
472,0.0
473,0.0
474,-0.3
475,0.0
476,0.0
477,0.0
478,0.0
479,-0.6
480,0.0
481,0.3
482,0.06666666666666667
